Date,Close
12/3/2020,1826.77
12/4/2020,1827.99
12/7/2020,1819.48
12/8/2020,1818.55
12/9/2020,1784.13
12/10/2020,1775.33
12/11/2020,1781.77
12/14/2020,1760.06
12/15/2020,1767.77
12/16/2020,1763
12/17/2020,1747.9
12/18/2020,1731.01
12/21/2020,1739.37
12/22/2020,1723.5
12/23/2020,1732.38
12/24/2020,1738.85
12/28/2020,1776.09
12/29/2020,1758.72
12/30/2020,1739.52
12/31/2020,1751.88
1/4/2021,1728.24
1/5/2021,1740.92
1/6/2021,1735.29
1/7/2021,1787.25
1/8/2021,1807.21
1/11/2021,1766.72
1/12/2021,1746.55
1/13/2021,1754.4
1/14/2021,1740.18
1/15/2021,1736.19
1/19/2021,1790.86
1/20/2021,1886.9
1/21/2021,1891.25
1/22/2021,1901.05
1/25/2021,1899.4
1/26/2021,1917.24
1/27/2021,1830.79
1/28/2021,1863.11
1/29/2021,1835.74
2/1/2021,1901.35
2/2/2021,1927.51
2/3/2021,2070.07
2/4/2021,2062.37
2/5/2021,2098
2/8/2021,2092.91
2/9/2021,2083.51
2/10/2021,2095.38
2/11/2021,2095.89
2/12/2021,2104.11
2/16/2021,2121.9
2/17/2021,2128.31
2/18/2021,2117.2
2/19/2021,2101.14
2/22/2021,2064.88
2/23/2021,2070.86
2/24/2021,2095.17
2/25/2021,2031.36
2/26/2021,2036.86
3/1/2021,2081.51
3/2/2021,2075.84
3/3/2021,2026.71
3/4/2021,2049.09
3/5/2021,2108.54
3/8/2021,2024.17
3/9/2021,2052.7
3/10/2021,2055.03
3/11/2021,2114.77
3/12/2021,2061.92
3/15/2021,2066.49
3/16/2021,2092.52
3/17/2021,2091.08
3/18/2021,2036.22
3/19/2021,2043.2
3/22/2021,2038.59
3/23/2021,2052.96
3/24/2021,2045.06
3/25/2021,2044.36
3/26/2021,2035.55
3/29/2021,2055.95
3/30/2021,2055.54
3/31/2021,2068.63
4/1/2021,2137.75
4/5/2021,2225.55
4/6/2021,2224.75
4/7/2021,2249.68
4/8/2021,2265.44
4/9/2021,2285.88
4/12/2021,2254.79
4/13/2021,2267.27
4/14/2021,2254.84
4/15/2021,2296.66
4/16/2021,2297.76
4/19/2021,2302.4
4/20/2021,2293.63
4/21/2021,2293.29
4/22/2021,2267.92
4/23/2021,2315.3
4/26/2021,2326.74
4/27/2021,2307.12
4/28/2021,2379.91
4/29/2021,2429.89
4/30/2021,2410.12
5/3/2021,2395.17
5/4/2021,2354.25
5/5/2021,2356.74
5/6/2021,2381.35
5/7/2021,2398.69
5/10/2021,2341.66
